UNIPROT	PATH	PATHNAME
P31938	mmu01522	Endocrine resistance
P31938	mmu04722	Neurotrophin signaling pathway
P31938	mmu04012	ErbB signaling pathway
P31938	mmu04540	Gap junction
P31938	mmu05210	Colorectal cancer
P31938	mmu05163	Human cytomegalovirus infection
P31938	mmu04022	cGMP-PKG signaling pathway
P31938	mmu05010	Alzheimer disease
P31938	mmu04068	FoxO signaling pathway
P31938	mmu05231	Choline metabolism in cancer
P31938	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
P31938	mmu05165	Human papillomavirus infection
P31938	mmu04912	GnRH signaling pathway
P31938	mmu04910	Insulin signaling pathway
P31938	mmu05160	Hepatitis C
P31938	mmu05207	Chemical carcinogenesis - receptor activation
P31938	mmu05135	Yersinia infection
P31938	mmu04916	Melanogenesis
P31938	mmu05212	Pancreatic cancer
P31938	mmu04010	MAPK signaling pathway
P31938	mmu05226	Gastric cancer
P31938	mmu04662	B cell receptor signaling pathway
P31938	mmu05214	Glioma
P31938	mmu04062	Chemokine signaling pathway
P31938	mmu05170	Human immunodeficiency virus 1 infection
P31938	mmu05219	Bladder cancer
P31938	mmu04921	Oxytocin signaling pathway
P31938	mmu05206	MicroRNAs in cancer
P31938	mmu04928	Parathyroid hormone synthesis, secretion and action
P31938	mmu04919	Thyroid hormone signaling pathway
P31938	mmu04371	Apelin signaling pathway
P31938	mmu05230	Central carbon metabolism in cancer
P31938	mmu05205	Proteoglycans in cancer
P31938	mmu04666	Fc gamma R-mediated phagocytosis
P31938	mmu04218	Cellular senescence
P31938	mmu05200	Pathways in cancer
P31938	mmu04150	mTOR signaling pathway
P31938	mmu04151	PI3K-Akt signaling pathway
P31938	mmu04730	Long-term depression
P31938	mmu04917	Prolactin signaling pathway
P31938	mmu04935	Growth hormone synthesis, secretion and action
P31938	mmu05224	Breast cancer
P31938	mmu04380	Osteoclast differentiation
P31938	mmu04140	Autophagy - animal
P31938	mmu05213	Endometrial cancer
P31938	mmu04726	Serotonergic synapse
P31938	mmu04650	Natural killer cell mediated cytotoxicity
P31938	mmu04929	GnRH secretion
P31938	mmu05132	Salmonella infection
P31938	mmu05161	Hepatitis B
P31938	mmu04024	cAMP signaling pathway
P31938	mmu05164	Influenza A
P31938	mmu04148	Efferocytosis
P31938	mmu04934	Cushing syndrome
P31938	mmu04015	Rap1 signaling pathway
P31938	mmu05218	Melanoma
P31938	mmu04720	Long-term potentiation
P31938	mmu04613	Neutrophil extracellular trap formation
P31938	mmu05208	Chemical carcinogenesis - reactive oxygen species
P31938	mmu05167	Kaposi sarcoma-associated herpesvirus infection
P31938	mmu04664	Fc epsilon RI signaling pathway
P31938	mmu01521	EGFR tyrosine kinase inhibitor resistance
P31938	mmu04114	Oocyte meiosis
P31938	mmu04014	Ras signaling pathway
P31938	mmu04914	Progesterone-mediated oocyte maturation
P31938	mmu04660	T cell receptor signaling pathway
P31938	mmu04620	Toll-like receptor signaling pathway
P31938	mmu04926	Relaxin signaling pathway
P31938	mmu05221	Acute myeloid leukemia
P31938	mmu04270	Vascular smooth muscle contraction
P31938	mmu04071	Sphingolipid signaling pathway
P31938	mmu04725	Cholinergic synapse
P31938	mmu04072	Phospholipase D signaling pathway
P31938	mmu05220	Chronic myeloid leukemia
P31938	mmu05225	Hepatocellular carcinoma
P31938	mmu04066	HIF-1 signaling pathway
P31955	mmu04151	PI3K-Akt signaling pathway
P31955	mmu04012	ErbB signaling pathway
P31955	mmu05210	Colorectal cancer
P31955	mmu04390	Hippo signaling pathway
P31955	mmu04010	MAPK signaling pathway
P31996	mmu04142	Lysosome
P32020	mmu01212	Fatty acid metabolism
P32020	mmu04146	Peroxisome
P32020	mmu03320	PPAR signaling pathway
P32020	mmu01040	Biosynthesis of unsaturated fatty acids
P32020	mmu00120	Primary bile acid biosynthesis
P32020	mmu01100	Metabolic pathways
P32067	mmu05322	Systemic lupus erythematosus
P32082	mmu04080	Neuroactive ligand-receptor interaction
P32082	mmu04935	Growth hormone synthesis, secretion and action
P32115	mmu04950	Maturity onset diabetes of the young
P32211	mmu04080	Neuroactive ligand-receptor interaction
P32211	mmu04725	Cholinergic synapse
P32211	mmu04810	Regulation of actin cytoskeleton
P32240	mmu04924	Renin secretion
P32240	mmu04148	Efferocytosis
P32240	mmu05165	Human papillomavirus infection
P32240	mmu05200	Pathways in cancer
P32240	mmu04750	Inflammatory mediator regulation of TRP channels
P32240	mmu04080	Neuroactive ligand-receptor interaction
P32240	mmu05163	Human cytomegalovirus infection
P32261	mmu04610	Complement and coagulation cascades
P32299	mmu04610	Complement and coagulation cascades
P32299	mmu04080	Neuroactive ligand-receptor interaction
P32299	mmu04810	Regulation of actin cytoskeleton
P32299	mmu04961	Endocrine and other factor-regulated calcium reabsorption
P32299	mmu04022	cGMP-PKG signaling pathway
P32299	mmu05200	Pathways in cancer
P32299	mmu04750	Inflammatory mediator regulation of TRP channels
P32299	mmu05142	Chagas disease
P32299	mmu04071	Sphingolipid signaling pathway
P32299	mmu04020	Calcium signaling pathway
P32300	mmu04071	Sphingolipid signaling pathway
P32300	mmu04022	cGMP-PKG signaling pathway
P32300	mmu04080	Neuroactive ligand-receptor interaction
P32304	mmu04020	Calcium signaling pathway
P32304	mmu04014	Ras signaling pathway
P32304	mmu04080	Neuroactive ligand-receptor interaction
P32304	mmu04726	Serotonergic synapse
P32507	mmu05168	Herpes simplex virus 1 infection
P32507	mmu03266	Virion - Herpesvirus
P32507	mmu04520	Adherens junction
P32507	mmu04514	Cell adhesion molecules
P32648	mmu04080	Neuroactive ligand-receptor interaction
P32648	mmu04024	cAMP signaling pathway
P32883	mmu05220	Chronic myeloid leukemia
P32883	mmu04072	Phospholipase D signaling pathway
P32883	mmu04929	GnRH secretion
P32883	mmu04371	Apelin signaling pathway
P32883	mmu04015	Rap1 signaling pathway
P32883	mmu04211	Longevity regulating pathway
P32883	mmu05022	Pathways of neurodegeneration - multiple diseases
P32883	mmu05212	Pancreatic cancer
P32883	mmu04720	Long-term potentiation
P32883	mmu04360	Axon guidance
P32883	mmu05203	Viral carcinogenesis
P32883	mmu05165	Human papillomavirus infection
P32883	mmu04917	Prolactin signaling pathway
P32883	mmu05206	MicroRNAs in cancer
P32883	mmu05216	Thyroid cancer
P32883	mmu04370	VEGF signaling pathway
P32883	mmu04625	C-type lectin receptor signaling pathway
P32883	mmu04725	Cholinergic synapse
P32883	mmu04650	Natural killer cell mediated cytotoxicity
P32883	mmu05207	Chemical carcinogenesis - receptor activation
P32883	mmu04714	Thermogenesis
P32883	mmu01522	Endocrine resistance
P32883	mmu05200	Pathways in cancer
P32883	mmu04722	Neurotrophin signaling pathway
P32883	mmu04910	Insulin signaling pathway
P32883	mmu05010	Alzheimer disease
P32883	mmu05219	Bladder cancer
P32883	mmu04919	Thyroid hormone signaling pathway
P32883	mmu05224	Breast cancer
P32883	mmu04213	Longevity regulating pathway - multiple species
P32883	mmu04010	MAPK signaling pathway
P32883	mmu04664	Fc epsilon RI signaling pathway
P32883	mmu05213	Endometrial cancer
P32883	mmu05170	Human immunodeficiency virus 1 infection
P32883	mmu05163	Human cytomegalovirus infection
P32883	mmu04960	Aldosterone-regulated sodium reabsorption
P32883	mmu04926	Relaxin signaling pathway
P32883	mmu04062	Chemokine signaling pathway
P32883	mmu05034	Alcoholism
P32883	mmu05214	Glioma
P32883	mmu04068	FoxO signaling pathway
P32883	mmu04012	ErbB signaling pathway
P32883	mmu04150	mTOR signaling pathway
P32883	mmu05166	Human T-cell leukemia virus 1 infection
P32883	mmu05226	Gastric cancer
P32883	mmu05211	Renal cell carcinoma
P32883	mmu05218	Melanoma
P32883	mmu04550	Signaling pathways regulating pluripotency of stem cells
P32883	mmu04218	Cellular senescence
P32883	mmu04914	Progesterone-mediated oocyte maturation
P32883	mmu04915	Estrogen signaling pathway
P32883	mmu04151	PI3K-Akt signaling pathway
P32883	mmu05231	Choline metabolism in cancer
P32883	mmu01521	EGFR tyrosine kinase inhibitor resistance
P32883	mmu04726	Serotonergic synapse
P32883	mmu05221	Acute myeloid leukemia
P32883	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
P32883	mmu04071	Sphingolipid signaling pathway
P32883	mmu05167	Kaposi sarcoma-associated herpesvirus infection
P32883	mmu04662	B cell receptor signaling pathway
P32883	mmu04933	AGE-RAGE signaling pathway in diabetic complications
P32883	mmu05160	Hepatitis C
P32883	mmu04810	Regulation of actin cytoskeleton
P32883	mmu04140	Autophagy - animal
P32883	mmu05208	Chemical carcinogenesis - reactive oxygen species
P32883	mmu05417	Lipid and atherosclerosis
P32883	mmu05205	Proteoglycans in cancer
P32883	mmu04730	Long-term depression
P32883	mmu04660	T cell receptor signaling pathway
P32883	mmu04921	Oxytocin signaling pathway
P32883	mmu04935	Growth hormone synthesis, secretion and action
P32883	mmu04540	Gap junction
P32883	mmu04014	Ras signaling pathway
P32883	mmu04912	GnRH signaling pathway
P32883	mmu05161	Hepatitis B
P32883	mmu04210	Apoptosis
P32883	mmu05230	Central carbon metabolism in cancer
P32883	mmu04916	Melanogenesis
P32883	mmu04137	Mitophagy - animal
P32883	mmu05223	Non-small cell lung cancer
P32883	mmu05225	Hepatocellular carcinoma
P32883	mmu05215	Prostate cancer
P32883	mmu05210	Colorectal cancer
P32921	mmu00970	Aminoacyl-tRNA biosynthesis
P32972	mmu04060	Cytokine-cytokine receptor interaction
P33033	mmu04080	Neuroactive ligand-receptor interaction
P33146	mmu04514	Cell adhesion molecules
P33174	mmu04814	Motor proteins
P33175	mmu05132	Salmonella infection
P33175	mmu05022	Pathways of neurodegeneration - multiple diseases
P33175	mmu04728	Dopaminergic synapse
P33175	mmu05223	Non-small cell lung cancer
P33175	mmu05010	Alzheimer disease
P33175	mmu05020	Prion disease
P33175	mmu04814	Motor proteins
P33175	mmu04144	Endocytosis
P33175	mmu05012	Parkinson disease
P33175	mmu05016	Huntington disease
P33175	mmu05014	Amyotrophic lateral sclerosis
P33242	mmu04927	Cortisol synthesis and secretion
P33242	mmu04934	Cushing syndrome
P33267	mmu00980	Metabolism of xenobiotics by cytochrome P450
P33267	mmu05208	Chemical carcinogenesis - reactive oxygen species
P33434	mmu04933	AGE-RAGE signaling pathway in diabetic complications
P33434	mmu05415	Diabetic cardiomyopathy
P33434	mmu04912	GnRH signaling pathway
P33434	mmu05219	Bladder cancer
P33434	mmu04670	Leukocyte transendothelial migration
P33434	mmu04926	Relaxin signaling pathway
P33434	mmu01522	Endocrine resistance
P33434	mmu05205	Proteoglycans in cancer
P33434	mmu05418	Fluid shear stress and atherosclerosis
P33434	mmu04915	Estrogen signaling pathway
P33434	mmu05200	Pathways in cancer
P33435	mmu04926	Relaxin signaling pathway
P33435	mmu04657	IL-17 signaling pathway
P33435	mmu04928	Parathyroid hormone synthesis, secretion and action
P33534	mmu04080	Neuroactive ligand-receptor interaction
P33587	mmu04610	Complement and coagulation cascades
P33609	mmu03030	DNA replication
P33610	mmu03030	DNA replication
P33611	mmu03030	DNA replication
P33622	mmu03320	PPAR signaling pathway
P33622	mmu04979	Cholesterol metabolism
P33766	mmu04015	Rap1 signaling pathway
P33766	mmu04613	Neutrophil extracellular trap formation
P33766	mmu04080	Neuroactive ligand-receptor interaction
P33766	mmu05150	Staphylococcus aureus infection
P33896	mmu04621	NOD-like receptor signaling pathway
P33896	mmu04650	Natural killer cell mediated cytotoxicity
P33896	mmu05171	Coronavirus disease - COVID-19
P33896	mmu05169	Epstein-Barr virus infection
P33896	mmu05167	Kaposi sarcoma-associated herpesvirus infection
P33896	mmu04217	Necroptosis
P33896	mmu05160	Hepatitis C
P33896	mmu05162	Measles
P33896	mmu04620	Toll-like receptor signaling pathway
P33896	mmu05161	Hepatitis B
P33896	mmu05164	Influenza A
P33896	mmu05168	Herpes simplex virus 1 infection
P33896	mmu05165	Human papillomavirus infection
P33896	mmu05200	Pathways in cancer
P33896	mmu04060	Cytokine-cytokine receptor interaction
P33896	mmu04151	PI3K-Akt signaling pathway
P33896	mmu04630	JAK-STAT signaling pathway
P33896	mmu04380	Osteoclast differentiation
P34022	mmu05166	Human T-cell leukemia virus 1 infection
P34022	mmu05203	Viral carcinogenesis
P34057	mmu04744	Phototransduction
P34152	mmu04062	Chemokine signaling pathway
P34152	mmu04810	Regulation of actin cytoskeleton
P34152	mmu05417	Lipid and atherosclerosis
P34152	mmu04670	Leukocyte transendothelial migration
P34152	mmu05200	Pathways in cancer
P34152	mmu04370	VEGF signaling pathway
P34152	mmu05165	Human papillomavirus infection
P34152	mmu05146	Amoebiasis
P34152	mmu04012	ErbB signaling pathway
P34152	mmu05208	Chemical carcinogenesis - reactive oxygen species
P34152	mmu05222	Small cell lung cancer
P34152	mmu05418	Fluid shear stress and atherosclerosis
P34152	mmu05163	Human cytomegalovirus infection
P34152	mmu04151	PI3K-Akt signaling pathway
P34152	mmu04148	Efferocytosis
P34152	mmu05202	Transcriptional misregulation in cancer
P34152	mmu05100	Bacterial invasion of epithelial cells
P34152	mmu05205	Proteoglycans in cancer
P34152	mmu05170	Human immunodeficiency virus 1 infection
P34152	mmu04360	Axon guidance
P34152	mmu04935	Growth hormone synthesis, secretion and action
P34152	mmu01522	Endocrine resistance
P34152	mmu05135	Yersinia infection
P34152	mmu04510	Focal adhesion
P34821	mmu04714	Thermogenesis
P34821	mmu04060	Cytokine-cytokine receptor interaction
P34821	mmu04350	TGF-beta signaling pathway
P34821	mmu04390	Hippo signaling pathway
P34884	mmu00350	Tyrosine metabolism
P34884	mmu01100	Metabolic pathways
P34884	mmu00360	Phenylalanine metabolism
P34902	mmu04061	Viral protein interaction with cytokine and cytokine receptor
P34902	mmu04630	JAK-STAT signaling pathway
P34902	mmu04658	Th1 and Th2 cell differentiation
P34902	mmu04151	PI3K-Akt signaling pathway
P34902	mmu05321	Inflammatory bowel disease
P34902	mmu05166	Human T-cell leukemia virus 1 infection
P34902	mmu04144	Endocytosis
P34902	mmu05200	Pathways in cancer
P34902	mmu05162	Measles
P34902	mmu04659	Th17 cell differentiation
P34902	mmu04060	Cytokine-cytokine receptor interaction
P34902	mmu05340	Primary immunodeficiency
P34914	mmu05208	Chemical carcinogenesis - reactive oxygen species
P34914	mmu05207	Chemical carcinogenesis - receptor activation
P34914	mmu01100	Metabolic pathways
P34914	mmu00590	Arachidonic acid metabolism
P34914	mmu04146	Peroxisome
P34927	mmu04918	Thyroid hormone synthesis
P34927	mmu03265	Virion - Ebolavirus, Lyssavirus and Morbillivirus
P34928	mmu04979	Cholesterol metabolism
P34968	mmu04080	Neuroactive ligand-receptor interaction
P34968	mmu04726	Serotonergic synapse
P34968	mmu04540	Gap junction
P34968	mmu04750	Inflammatory mediator regulation of TRP channels
P34968	mmu04020	Calcium signaling pathway
P34971	mmu04024	cAMP signaling pathway
P34971	mmu04970	Salivary secretion
P34971	mmu04080	Neuroactive ligand-receptor interaction
P34971	mmu04261	Adrenergic signaling in cardiomyocytes
P34971	mmu04923	Regulation of lipolysis in adipocytes
P34971	mmu04924	Renin secretion
P34971	mmu04022	cGMP-PKG signaling pathway
P34971	mmu04540	Gap junction
P34971	mmu05207	Chemical carcinogenesis - receptor activation
P34971	mmu04020	Calcium signaling pathway
P34971	mmu05414	Dilated cardiomyopathy
P34983	mmu04740	Olfactory transduction
P34984	mmu04740	Olfactory transduction
P34986	mmu04740	Olfactory transduction
P35235	mmu04148	Efferocytosis
P35235	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
P35235	mmu04360	Axon guidance
P35235	mmu05220	Chronic myeloid leukemia
P35235	mmu04630	JAK-STAT signaling pathway
P35235	mmu04625	C-type lectin receptor signaling pathway
P35235	mmu04072	Phospholipase D signaling pathway
P35235	mmu04650	Natural killer cell mediated cytotoxicity
P35235	mmu04931	Insulin resistance
P35235	mmu04722	Neurotrophin signaling pathway
P35235	mmu05208	Chemical carcinogenesis - reactive oxygen species
P35235	mmu05205	Proteoglycans in cancer
P35235	mmu04660	T cell receptor signaling pathway
P35235	mmu05211	Renal cell carcinoma
P35235	mmu04014	Ras signaling pathway
P35235	mmu04670	Leukocyte transendothelial migration
P35235	mmu05168	Herpes simplex virus 1 infection
P35235	mmu04920	Adipocytokine signaling pathway
P35276	mmu04972	Pancreatic secretion
P35278	mmu04137	Mitophagy - animal
P35278	mmu04145	Phagosome
P35278	mmu04148	Efferocytosis
P35278	mmu04014	Ras signaling pathway
P35278	mmu04144	Endocytosis
P35278	mmu04962	Vasopressin-regulated water reabsorption
P35278	mmu05146	Amoebiasis
P35278	mmu05132	Salmonella infection
P35278	mmu05152	Tuberculosis
P35285	mmu04144	Endocytosis
P35292	mmu04148	Efferocytosis
P35329	mmu04640	Hematopoietic cell lineage
P35329	mmu04662	B cell receptor signaling pathway
P35329	mmu04514	Cell adhesion molecules
P35330	mmu04650	Natural killer cell mediated cytotoxicity
P35330	mmu04514	Cell adhesion molecules
P35343	mmu04060	Cytokine-cytokine receptor interaction
P35343	mmu04062	Chemokine signaling pathway
P35343	mmu04061	Viral protein interaction with cytokine and cytokine receptor
P35343	mmu04072	Phospholipase D signaling pathway
P35343	mmu05163	Human cytomegalovirus infection
P35343	mmu04144	Endocytosis
P35347	mmu04080	Neuroactive ligand-receptor interaction
P35347	mmu04024	cAMP signaling pathway
P35347	mmu04934	Cushing syndrome
P35347	mmu04730	Long-term depression
P35363	mmu04726	Serotonergic synapse
P35363	mmu04080	Neuroactive ligand-receptor interaction
P35363	mmu04540	Gap junction
P35363	mmu04750	Inflammatory mediator regulation of TRP channels
P35363	mmu04020	Calcium signaling pathway
P35374	mmu04261	Adrenergic signaling in cardiomyocytes
P35374	mmu04614	Renin-angiotensin system
P35374	mmu04080	Neuroactive ligand-receptor interaction
P35375	mmu04080	Neuroactive ligand-receptor interaction
P35375	mmu05200	Pathways in cancer
P35375	mmu04020	Calcium signaling pathway
P35375	mmu05163	Human cytomegalovirus infection
P35377	mmu04080	Neuroactive ligand-receptor interaction
P35378	mmu04080	Neuroactive ligand-receptor interaction
P35378	mmu04913	Ovarian steroidogenesis
P35378	mmu04024	cAMP signaling pathway
P35383	mmu04148	Efferocytosis
P35383	mmu04080	Neuroactive ligand-receptor interaction
P35383	mmu04750	Inflammatory mediator regulation of TRP channels
P35396	mmu04310	Wnt signaling pathway
P35396	mmu04148	Efferocytosis
P35396	mmu03320	PPAR signaling pathway
P35396	mmu05200	Pathways in cancer
P35396	mmu05221	Acute myeloid leukemia
P35419	mmu00350	Tyrosine metabolism
P35419	mmu01100	Metabolic pathways
P35419	mmu05320	Autoimmune thyroid disease
P35419	mmu04918	Thyroid hormone synthesis
